x,y,label
6.5729685,2.3064928,1
0.6645085,6.1044507,1
8.959861,5.064779,1
10.027494,5.144658,1
4.8014464,2.6031184,1
6.5122304,0.20279741,1
-0.02892517,5.669313,1
7.148272,5.3761015,1
5.0401826,6.7879887,1
8.419244,3.1583605,1
9.114933,7.168157,1
10.361183,5.2677135,1
0.70552814,1.9589028,1
-0.33126897,3.6286278,1
10.1027355,6.1806474,1
2.9289756,1.7925359,1
0.26341066,3.2830884,1
0.18492287,3.1737223,1
7.1030126,2.0136995,1
1.8157595,1.7558688,1
8.830332,3.8545399,1
2.5094767,6.1651134,1
7.7417397,3.5608988,1
-0.49948063,5.2050614,1
4.6958585,5.9762287,1
5.6676397,2.0479505,1
3.4545674,5.9512124,1
4.270402,6.3885503,1
6.688438,5.84279,1
9.83697,3.2889569,1
3.9419515,5.610291,1
3.8346896,2.9650252,1
7.253147,7.758337,1
7.6014366,6.6831164,1
1.6368768,1.3485575,1
8.980706,2.3320198,1
9.317653,6.901829,1
6.887187,5.422425,1
9.203452,5.760186,1
6.8640676,4.613946,1
3.3842113,6.593488,1
7.605725,1.2529494,1
8.534425,6.73551,1
1.7416813,5.7047806,1
10.574071,5.776823,1
6.8368096,1.6788994,1
1.7686493,3.0746202,1
5.3997416,7.18683,1
7.2977953,3.4001968,1
9.297416,2.3068933,1
3.7164187,3.561896,1
7.08895,1.4002284,1
-0.2776949,4.6950984,1
-0.32453695,6.0467887,1
7.1313367,3.8510578,1
8.577969,4.3651705,1
1.7207861,4.885211,1
3.1292663,8.205878,1
8.56269,2.3957672,1
6.4394627,7.478732,1
0.26603508,5.811948,1
0.57625896,4.771451,1
6.67836,1.0888017,1
7.5970407,2.6244721,1
-0.5830698,4.428529,1
9.649682,3.7631173,1
4.980541,4.8929305,1
0.7517157,5.962885,1
3.502016,4.6508255,1
6.545463,0.9357951,1
4.24002,0.098969355,1
0.22071846,2.8853004,1
1.981544,5.9240966,1
8.73565,2.1470869,1
3.3205411,3.5103388,1
8.984681,6.140129,1
2.4267569,4.604099,1
8.739188,7.0268946,1
3.7194917,3.0072958,1
5.9952707,1.7696065,1
5.6421165,5.234985,1
9.364762,2.9806206,1
3.416384,5.849519,1
10.275861,6.9859,1
6.3555055,3.7226524,1
9.369777,6.455708,1
5.703061,5.215983,1
7.1504517,1.0682364,1
1.1823801,3.5266402,1
8.65447,6.1268053,1
2.9871163,3.541664,1
8.592319,5.4778275,1
6.3076944,1.6075128,1
3.5116997,0.9304418,1
3.3623402,7.427273,1
4.964639,7.44502,1
0.27177158,3.1473558,1
-0.49591404,3.9549675,1
7.067198,0.47489998,1
5.797354,3.3496256,1
2.4494789,8.514231,1
1.6481227,3.9841042,1
2.0644376,1.279167,1
5.9767494,4.4074435,1
5.463649,6.2807565,1
9.568482,4.3752513,1
7.129445,2.4661353,1
-0.24729365,4.461513,1
8.372806,2.8950071,1
3.1930978,6.776431,1
6.2072597,7.2319946,1
6.9201264,2.5639548,1
9.433071,3.0577052,1
7.3443346,1.948348,1
1.1403697,5.7853594,1
1.8697549,6.2478886,1
6.891029,2.7750068,1
9.186025,5.4491806,1
9.155661,3.4435472,1
3.5636427,0.54509354,1
3.2656355,0.9138862,1
6.9799542,4.692479,1
9.811162,5.4426475,1
4.1300206,4.6169558,1
7.889351,6.283004,1
0.37948492,4.83518,1
8.307715,1.829157,1
7.5499763,3.745563,1
7.590945,3.328415,1
8.465829,6.213552,1
9.378902,4.4630194,1
6.718383,3.0851557,1
9.294305,6.3494577,1
9.585316,7.4129972,1
6.184023,4.331597,1
0.8598367,3.9215302,1
3.510276,7.2785554,1
5.3874316,4.3317027,1
3.4376082,4.770482,1
4.5029187,-0.04362445,1
6.028306,1.0146052,1
10.82535,5.7260885,1
6.08115,2.2732954,1
1.4658891,5.567097,1
8.820063,2.5362754,1
3.9887528,0.6262948,1
5.17261,2.0551698,1
2.002208,1.4912999,1
2.439753,3.190018,1
6.0726113,2.4882483,1
4.8964925,7.8247867,1
2.022664,5.396794,1
2.178361,8.096457,1
8.001598,7.416179,1
3.613563,6.5258684,1
6.5714006,0.20273562,1
11.209714,5.873908,1
4.9983373,8.579839,1
5.111726,0.2349035,1
2.4989028,4.212241,1
2.1571429,8.311143,1
7.603343,7.0748963,1
6.6040573,6.9543986,1
6.0199394,0.0037486043,1
11.276107,5.192335,1
9.025519,2.421169,1
5.2822285,5.0093927,1
8.608834,5.4297614,1
5.1845136,8.152298,1
7.114344,5.3498683,1
3.4855819,9.003293,1
1.7260265,5.2452674,1
5.2456083,7.3384576,1
2.4873903,4.1869264,1
6.9503517,2.5006938,1
6.2554326,6.9242773,1
3.2478316,7.65488,1
9.314558,5.5231705,1
4.9671106,1.4527513,1
10.745862,6.4206457,1
7.3121448,0.81077737,1
6.8034167,7.7856755,1
2.146944,6.5374846,1
4.1244726,8.616789,1
1.9137604,2.9919887,1
8.4644575,6.0581555,1
3.9661593,3.5771782,1
10.764955,6.045153,1
7.350545,3.4160757,1
3.1167676,3.3791645,1
1.8897108,6.114971,1
1.0147457,2.9863172,1
0.15165278,2.6596673,1
6.7960553,2.4045312,1
2.9981189,2.5868242,1
4.5359464,5.185118,1
2.5483792,6.293289,1
3.5792356,3.5596492,1
2.7860205,1.6918389,1
8.577112,6.619113,1
6.48856,7.4499025,1
5.8654213,8.697223,1
4.613781,1.7238137,1
5.6982045,8.674194,1
7.001796,5.4554534,1
5.7639337,7.1376753,1
3.0597079,4.8700147,1
2.7815478,7.9910355,1
2.3674884,4.4101005,1
1.5456792,1.5329545,1
-0.39233813,4.5717797,1
1.2451981,3.8408809,1
8.060343,5.7222857,1
0.6507414,2.067632,1
6.380526,0.16511439,1
0.97548753,2.6775148,1
9.13766,2.9157639,1
10.24941,4.444102,1
10.234919,3.862398,1
4.224004,-0.004550172,1
9.092405,3.354534,1
8.79554,1.8853422,1
11.227574,5.672931,1
5.6453757,6.869274,1
2.3374455,5.5379734,1
8.002958,4.9740243,1
10.175164,6.880162,1
7.0708237,2.571283,1
9.417887,4.145084,1
5.279676,8.325304,1
5.0539446,7.4547763,1
2.8771203,6.5790415,1
5.7148747,7.71423,1
3.104203,0.9018322,1
3.120289,6.546457,1
2.0696392,8.359252,1
8.647736,7.920712,1
5.409162,1.9777017,1
2.2332087,5.03655,1
-0.0003957009,5.971677,1
2.9028397,5.890571,1
7.0229993,6.2371254,1
3.9453263,0.29702982,1
9.884829,7.5801735,1
6.076543,3.578744,1
9.436705,3.1284883,1
-0.09977587,5.644644,1
0.6458064,7.222535,1
8.68542,4.82246,1
8.33564,1.6774988,1
4.8226647,3.9667625,1
5.7391853,2.9153454,1
2.859018,2.8964648,1
6.567147,4.237725,1
5.2497787,0.010573318,1
5.3889194,2.7336242,1
7.8258386,1.410458,1
3.1594887,1.5611758,1
0.9402155,2.6831636,1
7.740925,5.693234,1
9.240929,7.031907,1
7.2317557,1.4916315,1
2.4442482,4.9177136,1
3.514495,3.3759136,1
3.1671908,0.56276715,1
6.3618097,4.1080036,1
1.7741668,3.5836232,1
7.6329575,5.969997,1
4.5012584,6.6851845,1
9.056926,3.8417335,1
0.23043072,3.5997667,1
7.4646883,4.079936,1
0.91772664,6.0492253,1
7.734565,1.9544716,1
1.3642168,5.2372684,1
2.616203,2.7920263,1
3.3236656,0.62468857,1
3.6551723,5.0309224,1
6.2343736,5.3384194,1
3.1149786,2.1679285,1
8.296488,5.568017,1
5.275778,8.160446,1
1.1564643,3.7155433,1
3.9598632,3.879193,1
5.41684,4.138908,1
11.076911,6.038309,1
0.73295385,1.9249526,1
10.360196,4.8437448,1
6.0514107,8.653828,1
0.054154,2.4763193,1
10.151274,3.7791896,1
5.8698063,5.140798,1
4.382362,5.445057,1
8.461117,6.3389015,1
3.3210585,5.60527,1
0.30223522,7.3308444,1
7.008031,7.7481217,1
8.12904,8.274722,1
8.92661,3.6578233,1
3.0281634,5.720203,1
6.551683,7.3349695,1
6.1186585,5.305238,1
1.9953887,6.367758,1
-0.65036076,4.636282,1
1.9689565,1.4636823,1
2.3069267,4.9216404,1
3.349313,0.8674845,1
2.8780706,8.030851,1
1.868895,6.0560946,1
2.8807068,6.293288,1
3.0779052,8.556689,1
-0.14304768,4.461102,1
8.467344,2.6751657,1
6.628841,7.109197,1
2.839629,2.370892,1
-0.40463582,4.935395,1
1.8993943,3.3848386,1
-0.3292791,3.5146296,1
5.5933175,4.3402867,1
7.79653,4.064027,1
7.091782,3.3227687,1
5.410892,5.8450203,1
2.0661473,6.2283545,1
6.5563893,4.239714,1
7.9358435,6.4608197,1
4.634915,6.575846,1
4.4636774,1.6968565,1
2.0857198,5.756816,1
10.00758,3.445957,1
7.592825,6.8357253,1
7.968125,3.1293259,1
9.614315,4.400697,1
8.736366,7.888362,1
2.4192348,2.3575141,1
3.927002,5.3411484,1
1.0061057,6.3483014,1
3.0141351,2.243119,1
5.6318483,4.0804667,1
2.2525284,5.900199,1
4.106739,3.221842,1
5.418616,5.2710733,1
5.5266194,4.4209957,1
0.5931309,6.122419,1
4.7053103,1.6144078,1
4.309962,8.933299,1
-0.11463823,5.1100717,1
0.30020094,4.568904,1
7.4458003,0.678859,1
8.7512455,4.271603,1
1.4317079,2.809117,1
4.632292,3.6575813,1
0.9554582,2.0438828,1
4.5407405,7.1822343,1
1.2657669,4.3480973,1
5.568562,5.310548,1
4.095239,7.603742,1
2.5534594,6.289743,1
1.0496707,2.696626,1
11.166253,5.3510895,1
3.2881062,2.5357788,1
6.3767447,4.2147946,1
7.6090198,6.7683516,1
4.553804,3.7979085,1
2.80006,2.4735363,1
0.7111725,3.4076698,1
8.138236,7.063554,1
0.58396894,4.023131,1
2.5121615,7.862605,1
4.869036,6.317422,1
4.043997,3.8716104,1
5.977914,7.6469693,1
-0.4048275,3.7879524,1
2.3569126,5.9432635,1
10.165349,4.590432,1
6.325317,2.6935017,1
8.918519,7.7720823,1
2.136604,8.245874,1
3.8872716,7.309027,1
5.552919,5.8790426,1
10.385274,6.7111087,1
3.2694168,1.6409394,1
1.8079085,3.3968694,1
9.217127,2.7202237,1
9.73005,3.0951428,1
5.8652153,4.6060452,1
6.785077,4.701765,1
3.397059,7.9587793,1
10.08711,4.419462,1
2.8142757,2.364462,1
6.8708334,5.3432903,1
4.9550033,0.70528847,1
7.086593,1.5174516,1
2.1430237,5.8537693,1
3.4722462,6.0410013,1
6.344208,2.7024112,1
9.143736,7.137263,1
2.5181496,8.154581,1
4.5222483,5.9220386,1
10.222747,7.043537,1
-0.21086483,4.67658,1
4.961531,1.8835393,1
5.245902,0.75585884,1
1.1429689,3.6035798,1
3.121559,5.343185,1
0.5395441,2.189179,1
8.860467,4.595971,1
0.88219464,5.7748265,1
6.391975,0.9890484,1
6.840987,5.495898,1
3.2821417,2.6506107,1
9.399601,6.7517233,1
3.5617228,4.3027673,1
8.88816,6.495763,1
8.336865,4.8377924,1
2.8782175,6.7858224,1
1.7196918,1.9183866,1
2.7953765,2.6015596,1
-0.32462415,4.9189095,1
1.8374486,2.1263995,1
3.751154,8.971618,1
5.0738564,3.3305144,1
3.9563708,0.29226908,1
5.2456403,7.48443,1
2.2356575,1.2769969,1
8.967007,5.528719,1
3.0232964,7.932985,1
4.0279055,7.3303075,1
6.449913,0.5663672,1
6.484924,7.767474,1
6.7958097,4.8307915,1
9.053515,6.4489245,1
4.6061745,5.9343596,1
1.8542409,5.4888735,1
3.6893191,3.1013386,1
10.903646,6.180274,1
6.1982226,4.485098,1
5.1311736,1.4361545,1
0.6810328,2.8808892,1
5.953815,0.4685052,1
4.77103,4.519926,1
0.9908254,4.871569,1
0.84689206,4.0878167,1
1.0173886,6.65671,1
2.1314936,3.9557836,1
5.6624193,3.111512,1
3.4859252,4.6726065,1
0.9362052,5.3829045,1
1.6714424,4.4562483,1
4.631301,1.8745167,1
8.919657,1.9291241,1
4.309741,5.49181,1
9.011446,6.0447497,1
2.2276251,8.2126045,1
7.189361,1.8142533,1
2.8067503,5.2534018,1
9.611271,7.099998,1
10.181815,7.108499,1
-0.058203645,4.6721487,1
5.08323,1.0314648,1
2.346594,5.973838,1
9.961203,5.0591407,1
7.441543,8.002559,1
2.2460246,8.256667,1
6.9591393,0.39824793,1
9.4344015,4.1907234,1
2.6967878,7.669803,1
-0.65428466,4.114314,1
6.611539,0.6868704,1
6.47558,4.468668,1
-0.44531494,3.745343,1
5.2432446,8.9894705,1
2.787937,2.2277946,1
7.2726717,7.64636,1
6.0799847,7.4183607,1
11.355427,5.2913284,1
2.1402197,1.5507958,1
6.189353,4.598842,1
1.5710781,2.9693975,1
2.6364648,7.837899,1
5.1013665,-0.016081313,1
4.858439,8.4733925,1
3.9620914,3.556691,1
5.9150844,0.047784857,1
1.467003,7.9963894,1
6.35138,2.9087577,1
-0.13164149,4.822672,1
0.9071914,5.6127434,1
5.074212,6.8358574,1
6.0209527,2.4602566,1
4.0196447,0.7375733,1
3.1551745,4.0330806,1
3.5536282,2.1814895,1
6.5729556,7.3135495,1
3.0406616,3.1638718,1
8.233478,7.5001907,1
2.3529825,7.374127,1
-0.11450378,5.977003,1
0.9034022,5.2159224,1
5.2944016,8.7608185,1
9.893038,5.396514,1
1.7175721,6.7875996,1
6.1447525,1.520085,1
5.5840006,5.757653,1
10.914052,5.035086,1
5.6660814,4.37576,1
3.9456618,0.47063416,1
4.332857,2.7342658,1
1.7600615,2.0497715,1
1.6281451,4.84219,1
1.476274,6.2802067,1
5.1727586,6.5796432,1
3.4094403,7.969117,1
0.550149,2.6625361,1
2.0097263,7.5332503,1
-0.3964564,4.9756317,1
0.6611631,3.9402125,1
2.4021463,3.9398866,1
2.6738782,8.136643,1
0.5050679,5.198807,1
7.955823,7.673216,1
4.694026,0.30018228,1
6.854405,4.679043,1
3.4711275,6.4921904,1
5.3169746,-0.015462601,1
6.695121,7.4413037,1
1.8273604,5.1760206,1
2.4136183,3.307868,1
6.509641,8.525183,1
4.849289,5.3890896,1
5.8847785,5.1792445,1
10.425522,5.969283,1
4.089692,6.6018586,1
5.755984,8.749406,1
6.0986786,7.1875243,1
5.9138875,8.607801,1
8.97577,6.188683,1
2.204905,1.3491156,1
4.345407,8.2122755,1
6.8105135,4.1884794,1
7.717702,1.8613474,1
9.268866,4.1154456,1
0.46698654,6.1115103,1
5.2842665,3.7404954,1
3.1985369,8.817231,1
1.6737854,7.261636,1
7.2277374,0.81835616,1
7.028382,5.484167,1
6.604014,4.635875,1
4.0931673,1.2719766,1
1.7847524,2.6548672,1
10.31852,3.6703644,1
10.801813,6.3693876,1
6.5573196,0.6625853,1
5.1752234,7.458084,1
1.410522,6.7137604,1
5.2809205,3.3799152,1
4.514721,1.8754576,1
0.94192576,4.0701685,1
6.5919394,0.6834697,1
1.4647343,1.8734839,1
11.3279505,5.193676,1
4.2554555,3.0133674,1
9.534641,7.33868,1
10.113659,4.1094227,1
3.515635,1.6901423,1
8.055371,3.3163598,1
3.894139,3.2272568,1
8.41729,1.7169762,1
7.2117505,1.9423681,1
9.279114,3.599538,1
3.4293437,7.7469993,1
0.5873593,6.1104126,1
5.9795127,0.12325493,1
4.4956403,3.3638904,1
5.3348217,5.871597,1
7.6326942,2.178666,1
5.618069,5.2991443,1
3.3292332,0.92524666,1
9.390348,3.2621508,1
0.3182388,6.9362054,1
4.122046,4.5667934,1
2.6135194,7.9165115,1
1.4077247,6.1910424,1
8.26827,3.766497,1
4.189204,8.097121,1
9.406238,6.3882823,1
0.9987899,5.352535,1
8.650034,2.6740413,1
6.434419,4.891192,1
0.14773586,2.682047,1
-0.1500968,6.0407343,1
0.68695164,6.5622873,1
1.5868403,3.8710957,1
3.0920556,5.037272,1
4.4218802,1.1511841,1
6.754751,7.3918962,1
8.377136,5.8735642,1
11.168545,5.1161666,1
9.869642,5.5449862,1
4.353601,4.52268,1
